,0,1
0,3.83576e-13,0.0
1,7.67153e-13,0.0
2,1.15073e-12,0.0
3,1.53431e-12,0.0
4,1.91788e-12,0.0
5,2.30146e-12,0.0
6,2.68503e-12,0.0
7,3.06861e-12,0.0
8,3.45219e-12,0.0
9,3.83576e-12,0.0
10,4.21934e-12,0.0
11,4.60292e-12,0.0
12,4.98649e-12,0.0
13,5.37007e-12,0.0
14,5.75364e-12,0.0
15,6.13722e-12,0.0
16,6.5208e-12,0.0
17,6.90437e-12,0.0
18,7.28795e-12,0.0
19,7.67152e-12,0.0
20,8.0551e-12,0.0
21,8.43868e-12,0.0
22,8.82225e-12,0.0
23,9.20583e-12,0.0
24,9.58941e-12,0.0
25,9.97298e-12,0.0
26,1.03566e-11,0.0
27,1.07401e-11,0.0
28,1.11237e-11,0.0
29,1.15073e-11,0.0
30,1.18909e-11,0.0
31,1.22744e-11,0.0
32,1.2658e-11,0.0
33,1.30416e-11,0.0
34,1.34252e-11,0.0
35,1.38087e-11,0.0
36,1.41923e-11,0.0
37,1.45759e-11,0.0
38,1.49595e-11,0.0
39,1.5343e-11,0.0
40,1.57266e-11,0.0
41,1.61102e-11,0.0
42,1.64938e-11,0.0
43,1.68774e-11,0.0
44,1.72609e-11,0.0
45,1.76445e-11,0.0
46,1.80281e-11,0.0
47,1.84117e-11,0.0
48,1.87952e-11,0.0
49,1.91788e-11,0.0
50,1.95624e-11,0.0
51,1.9946e-11,0.0
52,2.03295e-11,0.0
53,2.07131e-11,0.0
54,2.10967e-11,0.0
55,2.14803e-11,0.0
56,2.18638e-11,0.0
57,2.22474e-11,0.0
58,2.2631e-11,0.0
59,2.30146e-11,0.0
60,2.33982e-11,0.0
61,2.37817e-11,0.0
62,2.41653e-11,0.0
63,2.45489e-11,0.0
64,2.49325e-11,0.0
65,2.5316e-11,0.0
66,2.56996e-11,0.0
67,2.60832e-11,0.0
68,2.64668e-11,0.0
69,2.68503e-11,0.0
70,2.72339e-11,0.0
71,2.76175e-11,0.0
72,2.80011e-11,0.0
73,2.83846e-11,0.0
74,2.87682e-11,0.0
75,2.91518e-11,0.0
76,2.95354e-11,0.0
77,2.99189e-11,0.0
78,3.03025e-11,0.0
79,3.06861e-11,0.0
80,3.10697e-11,0.0
81,3.14533e-11,0.0
82,3.18368e-11,0.0
83,3.22204e-11,0.0
84,3.2604e-11,0.0
85,3.29876e-11,0.0
86,3.33711e-11,0.0
87,3.37547e-11,0.0
88,3.41383e-11,0.0
89,3.45219e-11,0.0
90,3.49054e-11,0.0
91,3.5289e-11,0.0
92,3.56726e-11,0.0
93,3.60562e-11,0.0
94,3.64397e-11,0.0
95,3.68233e-11,0.0
96,3.72069e-11,0.0
97,3.75905e-11,0.0
98,3.7974e-11,0.0
99,3.83576e-11,0.0
100,3.87412e-11,0.0
101,3.91248e-11,0.0
102,3.95084e-11,0.0
103,3.98919e-11,0.0
104,4.02755e-11,0.0
105,4.06591e-11,0.0
106,4.10427e-11,0.0
107,4.14262e-11,0.0
108,4.18098e-11,0.0
109,4.21934e-11,0.0
110,4.2577e-11,0.0
111,4.29605e-11,0.0
112,4.33441e-11,0.0
113,4.37277e-11,0.0
114,4.41113e-11,0.0
115,4.44948e-11,0.0
116,4.48784e-11,0.0
117,4.5262e-11,0.0
118,4.56456e-11,0.0
119,4.60291e-11,0.0
120,4.64127e-11,0.0
121,4.67963e-11,0.0
122,4.71799e-11,0.0
123,4.75635e-11,0.0
124,4.7947e-11,0.0
125,4.83306e-11,0.0
126,4.87142e-11,0.0
127,4.90978e-11,0.0
128,4.94813e-11,0.0
129,4.98649e-11,0.0
130,5.02485e-11,0.0
131,5.06321e-11,0.0
132,5.10156e-11,0.0
133,5.13992e-11,0.0
134,5.17828e-11,0.0
135,5.21664e-11,0.0
136,5.25499e-11,0.0
137,5.29335e-11,0.0
138,5.33171e-11,0.0
139,5.37007e-11,0.0
140,5.40843e-11,0.0
141,5.44678e-11,0.0
142,5.48514e-11,0.0
143,5.5235e-11,0.0
144,5.56186e-11,0.0
145,5.60021e-11,0.0
146,5.63857e-11,0.0
147,5.67693e-11,0.0
148,5.71529e-11,0.0
149,5.75364e-11,0.0
150,5.792e-11,0.0
151,5.83036e-11,0.0
152,5.86872e-11,0.0
153,5.90707e-11,0.0
154,5.94543e-11,0.0
155,5.98379e-11,0.0
156,6.02215e-11,0.0
157,6.0605e-11,0.0
158,6.09886e-11,0.0
159,6.13722e-11,0.0
160,6.17558e-11,0.0
161,6.21394e-11,0.0
162,6.25229e-11,0.0
163,6.29065e-11,0.0
164,6.32901e-11,0.0
165,6.36737e-11,0.0
166,6.40572e-11,0.0
167,6.44408e-11,0.0
168,6.48244e-11,0.0
169,6.5208e-11,0.0
170,6.55915e-11,0.0
171,6.59751e-11,0.0
172,6.63587e-11,0.0
173,6.67423e-11,0.0
174,6.71258e-11,0.0
175,6.75094e-11,0.0
176,6.7893e-11,0.0
177,6.82766e-11,0.0
178,6.86601e-11,0.0
179,6.90437e-11,0.0
180,6.94273e-11,0.0
181,6.98109e-11,0.0
182,7.01945e-11,0.0
183,7.0578e-11,0.0
184,7.09616e-11,0.0
185,7.13452e-11,0.0
186,7.17288e-11,0.0
187,7.21123e-11,0.0
188,7.24959e-11,0.0
189,7.28795e-11,0.0
190,7.32631e-11,0.0
191,7.36466e-11,0.0
192,7.40302e-11,0.0
193,7.44138e-11,0.0
194,7.47974e-11,0.0
195,7.51809e-11,0.0
196,7.55645e-11,0.0
197,7.59481e-11,0.0
198,7.63317e-11,0.0
199,7.67153e-11,0.0
200,7.70988e-11,0.0
201,7.74824e-11,0.0
202,7.7866e-11,0.0
203,7.82496e-11,0.0
204,7.86331e-11,0.0
205,7.90167e-11,0.0
206,7.94003e-11,0.0
207,7.97839e-11,0.0
208,8.01674e-11,0.0
209,8.0551e-11,0.0
210,8.09346e-11,0.0
211,8.13182e-11,0.0
212,8.17017e-11,0.0
213,8.20853e-11,0.0
214,8.24689e-11,0.0
215,8.28525e-11,0.0
216,8.3236e-11,0.0
217,8.36196e-11,0.0
218,8.40032e-11,0.0
219,8.43868e-11,0.0
220,8.47704e-11,0.0
221,8.51539e-11,0.0
222,8.55375e-11,0.0
223,8.59211e-11,0.0
224,8.63047e-11,0.0
225,8.66882e-11,0.0
226,8.70718e-11,0.0
227,8.74554e-11,0.0
228,8.7839e-11,0.0
229,8.82225e-11,0.0
230,8.86061e-11,0.0
231,8.89897e-11,0.0
232,8.93733e-11,0.0
233,8.97568e-11,0.0
234,9.01404e-11,0.0
235,9.0524e-11,0.0
236,9.09076e-11,0.0
237,9.12911e-11,0.0
238,9.16747e-11,0.0
239,9.20583e-11,0.0
240,9.24419e-11,0.0
241,9.28255e-11,0.0
242,9.3209e-11,0.0
243,9.35926e-11,0.0
244,9.39762e-11,0.0
245,9.43598e-11,0.0
246,9.47433e-11,0.0
247,9.51269e-11,0.0
248,9.55105e-11,0.0
