0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,score
0.3128973232978267,-0.8786838185475342,-0.4929526285465435,-0.1018087138066334,-0.4490571073305491,-0.653086522367045,-0.2033657238816199,0.9276194836599924,-0.269552563770056,-0.0648523584783126,-0.489581780570489,-0.456419300023335,-0.1869146567470879,0.0773755502270163,0.9139603747364377,0.863516233723113,-0.9742408156203248,0.3531406269822941,0.1059917483224375,-0.0474402649359232,0.5143940790141088,1.6368577863893128
0.0994978202760348,-0.4883192106372259,0.9735163003805152,-0.568672257491181,0.8162542830291848,-0.586043380899077,0.9680548607567864,0.5564704534704448,-0.7509071644088645,-0.4613674546996293,0.4990838140718423,-0.8374435310387516,-0.4280144590675379,0.370004019916115,-0.4522869856400258,-0.9318679595683566,-0.1542561930547681,-0.7179342591569936,0.9641587890182124,-0.2002492861587836,-0.2020864967708555,0.6315118034969648
-0.7568104955981668,0.1363388394804086,0.2801201719759696,0.4158436144652173,-0.613021116001923,-0.093291428412874,0.6128931522858778,-0.0929797528345718,-0.4157033950028537,0.5244006904394138,-0.956263449211717,-0.2439133106003679,0.3696126769260304,0.247469500318584,0.5633791651050186,0.3397612946033388,-0.7453157483368861,0.8277544987076932,0.6750228676026335,0.6915961546868754,0.1791776363698096,1.5103578240034876
0.784393769628783,-0.9956160248315412,0.6971811256780303,0.5063006805117021,-0.7059046508935605,0.6732793756699127,0.4321357919082669,0.2127650895145323,-0.3092387541459362,-0.7686436524373776,0.2002810401125718,0.3162297558861962,-0.7362185849397817,-0.4339417517331044,0.0550496305429801,0.4966013285362538,0.0844393234649929,-0.0285647413936415,0.8840584842643646,0.4135272832137184,0.2427132020384443,1.1111111111111113e+25
-0.0294578908342917,-0.6747787362324832,-0.3852836622741734,0.2543011367035244,0.5559546618764148,-0.1251077038305146,-0.0510315663456827,-0.2045261564103128,0.150372948185735,-0.8731497387935498,0.7478216153745247,0.8290330965699617,0.948673781349817,-0.0302672054487016,-0.0367979580708872,-0.1203801331374231,0.369558941961843,-0.4946676813769723,0.4698244809258365,-0.6389140633100007,0.781129722410336,1.2977732504302686
-0.4414451829541628,-0.7607855119519356,0.1337805117877404,0.7218138104514165,-0.3222236247852273,0.3250311713679237,0.5818299526577546,0.0352182465088011,-0.0640851632018435,0.7926078941486885,-0.7444028137605556,0.91433457752324,-0.8813101286961927,-0.624770256677408,0.4320991490293999,0.6691530200426843,0.9966715874398316,-0.2430877072616638,-0.7558978438841328,-0.3300331136704828,-0.5543545138559347,1.085769413723273
-0.5701538220929022,0.3437049633633633,0.5312899020113893,-0.202023026301307,-0.2509178291798419,0.4191013910282666,-0.1523754110902911,-0.6565091253770875,-0.6969967125315063,0.842176145865547,0.9335535660818136,0.5582855604027464,-0.6987542182530191,0.7768528111261574,-0.9748514526297468,0.7008613871945777,0.2644034605401644,0.2574781177136522,-0.9931378296472502,-0.9458965597951032,0.0173527895666631,1.4916850781033353
0.1862563720412531,-0.4859620007087417,-0.0929526285465435,-0.3206136169150149,-0.0490571073305491,-0.5495428632390402,0.1966342761183801,0.9139876380255632,-0.3934532390164815,-0.0837131482065666,-0.089581780570489,-0.8191209006823468,-0.1939399643774337,0.4773755502270164,0.5139603747364375,0.463516233723113,-0.963226606830529,-0.0468593730177059,0.5059917483224375,-0.1436540288016277,0.1143940790141088,1.0804993337724242
0.0994978202760348,-0.4883192106372259,0.9735163003805152,-0.568672257491181,0.8828484970561388,-0.586043380899077,0.9680548607567864,0.5564704534704448,-0.7509071644088645,-0.4613674546996293,0.4990838140718423,-0.8374435310387516,-0.4280144590675379,0.370004019916115,-0.4522869856400258,-0.9318679595683566,-0.1542561930547681,-0.7179342591569936,0.9641587890182124,-0.2002492861587836,-0.2020864967708555,0.6315118034969648
0.0751729688845023,-0.1924717397633807,0.1354949356582814,-0.3875310792475387,-0.2917115706892701,-0.2439172740395897,0.5364504138823062,0.8365277417066896,0.5805330095261202,-0.3503100733902694,0.9409023399688544,-0.7707370734418014,0.7213763774622118,0.4723005209618179,-0.2113015483155732,-0.1216407449292052,0.4433473402739748,0.2154663095102368,0.989247901511961,0.193891253005687,0.9123389123033534,0.979898511552369
-0.3568104955981668,-0.2636611605195914,0.6801201719759696,0.1326254068967201,-0.2130211160019229,-0.2191165199767708,0.76222185351733,0.3070202471654282,-0.7711911677314313,0.1244006904394138,-0.556263449211717,-0.1787699365951878,0.5479893385110108,0.4984322217076431,0.1633791651050186,-0.0602387053966612,-0.3783904966452533,0.4277544987076932,0.8171852116396869,0.2915961546868754,0.0766006896060023,0.9578390110193206
